id,severity,scope,file,line,section_ref,title,description,recommendation,status
KT-014,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/security/NamespaceAuthorizationService.kt,104-148,rules/kotlin/coding-style.md,Two isSuperadmin overloads with inconsistent caller usage and bypassed key-prefix guard,"The class declares a public isSuperadmin(Authentication) at line 126 and a private isSuperadmin(String) at line 147. requireRole on line 104 calls the private String overload directly bypassing the key prefix guard applied in the public overload. A future naming change could admit an access-key principal as superadmin via the private path.","Consolidate both overloads into a single isSuperadmin(Authentication) that applies all guards consistently and eliminate the private String overload being called from requireRole.",new
KT-015,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/NamespaceController.kt,56-68,rules/kotlin/coding-style.md#error-handling,NamespaceAlreadyExistsException locally caught and converted to empty 409 response body,"createNamespace catches NamespaceAlreadyExistsException and returns ResponseEntity.status(409).build() with no body. Every other conflict case is handled by GlobalExceptionHandler which returns a structured ErrorResponse. Callers receive an empty 409 with no machine-readable error detail.","Remove the local try/catch and let GlobalExceptionHandler.handleConflict handle NamespaceAlreadyExistsException uniformly with a structured body.",fixed
KT-016,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/UserEntity.kt,56-90,rules/kotlin/coding-style.md#immutability,Security-sensitive JPA entity fields lack mutation guidance in KDoc,"UserEntity declares every field as var including isSuperadmin and passwordHash. Accidental direct mutation outside UserService bypasses audit logic and token revocation. There is no documentation indicating these fields must only be modified through the service layer.","Add KDoc comments on isSuperadmin and passwordHash explicitly noting they must only be modified through UserService to preserve audit trail and revocation semantics.",new
KT-017,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginService.kt,264-275,rules/kotlin/coding-style.md,update() silently no-ops and calls save when all nullable parameters are null,"update() uses safe-call let chains to apply changes. A caller who passes all-null params will silently no-op and still invoke pluginRepository.save with an unchanged entity, wasting a database round-trip and giving no feedback.","Document the no-op behaviour or return a boolean or typed result indicating whether any field was actually changed.",new
KT-018,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/settings/GeneralSettingsService.kt,58,rules/kotlin/coding-style.md#null-safety,lateinit var bootSnapshot with reflection-based isInitialized guard in production code,"bootSnapshot is declared lateinit and guarded by isInitialized in listAll. Using lateinit for a value set exactly once at PostConstruct with a reflection guard is an anti-pattern when a nullable val with a simple null-coalesce achieves the same result without reflection.","Replace lateinit var bootSnapshot with a nullable val bootSnapshot and use bootSnapshot or cache.get() in listAll.",new
KT-019,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/AdminUserController.kt,40-41,rules/kotlin/coding-style.md,Repository injected directly into AdminUserController bypassing service layer,"AdminUserController injects NamespaceMemberRepository directly (line 40) to call countByUserSubject inside the toDto private extension. Controllers should delegate all persistence access to services not repositories, and this creates a hidden persistence dependency invisible to the service layer.","Move countByUserSubject into UserService as countMemberships(username) and use the service in DTO conversion.",new
KT-020,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/CatalogController.kt,57-58,rules/kotlin/coding-style.md,Two repositories injected directly into CatalogController bypassing service layer,"CatalogController injects PluginReleaseRepository and NamespaceRepository directly and calls five distinct repository methods inside the controller, scattering data access responsibilities across the controller layer.","Move the multi-repository orchestration logic into PluginService or a dedicated CatalogQueryService keeping controllers free of direct repository dependencies.",new
KT-021,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginReleaseService.kt,131,rules/kotlin/coding-style.md#null-safety,maxBytes cast to Int may silently overflow for large upload size configurations,"maxBytes.toInt() on line 131 silently overflows to a negative number if maxBytes exceeds Int.MAX_VALUE. The current ceiling of 1024 MB keeps this safe but a future change to that ceiling would introduce a silent overflow without any compile-time or runtime warning.","Assert maxBytes is within Int range before the cast with a clear error message, or use a Long-safe alternative.",new
KT-022,medium,descriptor,plugwerk-descriptor/src/main/kotlin/io/plugwerk/descriptor/Pf4jManifestParser.kt,25-96,rules/kotlin/coding-style.md,parseManifest and parseProperties are near-identical structural duplication (DRY violation),"parseManifest (lines 25-60) and parseProperties (lines 62-96) duplicate almost identical field extraction and PlugwerkDescriptor construction logic differing only in whether they read from Manifest attributes or Properties. Any new descriptor field requires changes in both methods.","Extract a private buildDescriptor factory and have both parse methods call it after reading their respective source format.",fixed
KT-023,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/ManagementController.kt,56-67,rules/kotlin/coding-style.md,Double role-check in updatePlugin creates cognitive complexity,"updatePlugin calls requireRole(MEMBER) and then conditionally calls requireRole(ADMIN) for status changes. The double security-context lookup and conditional extra check add maintenance overhead and are easy to accidentally break when adding new fields to PluginUpdateRequest.","Use a single requireRole call with the minimum required role determined upfront from the request payload, or document the two-step check with a comment explaining correctness.",new
KT-024,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginReleaseService.kt,196,rules/kotlin/coding-style.md,Post-delete reload of all releases to check emptiness instead of count query,"After deleting a release delete() reloads all remaining releases via findAllByPluginOrderByCreatedAtDesc solely to check remaining.isEmpty(). This fires an additional SELECT returning full entity data when a COUNT query would suffice.","Replace the post-delete reload with a repository count query to avoid loading entity data for an emptiness check.",new
KT-025,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/AccessKeyService.kt,50,rules/kotlin/coding-style.md#immutability,ALPHANUMERIC companion object value is a MutableList used for read-only indexed access,"ALPHANUMERIC on line 50 is a concatenation of character ranges which produces a MutableList. It is used only for indexed reads but exposing a mutable list from a companion object is an immutability smell.","Convert ALPHANUMERIC to explicit List<Char> or use a CharArray or String constant.",new
KT-026,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/security/OidcProviderRegistry.kt,92-95,rules/kotlin/coding-style.md#error-handling,OIDC decoder initialisation failure logged with string interpolation losing stack trace,"The onFailure block logs the exception message via string interpolation. This discards the full stack trace making it impossible to diagnose connection or configuration failures for OIDC provider initialisation in production.","Pass the exception as the last argument to log.warn following the SLF4J convention to include the full stack trace.",new
KT-027,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginReleaseService.kt,149,rules/kotlin/coding-style.md,artifactKey construction does not guard against null namespace.id,"The artifactKey is built as a string using plugin.namespace.id. If namespace.id is null before persistence this produces the literal string null as part of a valid-looking storage key with no error.","Assert plugin.namespace.id is non-null before building the key using requireNotNull.",new
KT-028,low,client,plugwerk-client-plugin/src/main/kotlin/io/plugwerk/client/installer/PlugwerkInstallerImpl.kt,52-55,rules/kotlin/coding-style.md#error-handling,Broad catch(Exception) in download() may swallow thread interruption signals,"download() catches Exception at line 52 to call deleteSilently before rethrowing. This broad catch also intercepts InterruptedException and other signals potentially masking cancellation in calling thread pools.","Catch IOException for I/O cleanup and rethrow other exceptions directly without catching them.",new
KT-029,low,client,plugwerk-client-plugin/src/main/kotlin/io/plugwerk/client/installer/PlugwerkInstallerImpl.kt,99-101,rules/kotlin/coding-style.md#error-handling,install() outer catch(Exception) converts all errors to InstallResult.Failure hiding programming bugs,"The outer catch(ex: Exception) in install() converts NullPointerException and other unexpected exceptions into InstallResult.Failure with ex.message which may be null. Callers receive an opaque failure with no way to distinguish I/O errors from programming bugs.","Distinguish expected network or IO failures from unexpected runtime exceptions and let unexpected exceptions propagate unchecked.",new
KT-030,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/UpdateCheckService.kt,70,rules/kotlin/coding-style.md#null-safety,Non-null assertion on release.id in UpdateCheckService.toDto,"PluginReleaseEntity.toDto uses non-null assertion on id with no contextual error message if the entity is in a transient or detached state with a null ID.","Replace non-null assertion with requireNotNull(id) and a meaningful error message.",new
KT-031,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/mapper/PluginMapper.kt,44,rules/kotlin/coding-style.md#null-safety,Non-null assertion on entity.id in PluginMapper.toDto without explicit guard,"PluginMapper.toDto asserts entity.id non-null making the non-null assumption invisible to future maintainers calling the mapper in new paths.","Replace non-null assertion with requireNotNull(entity.id) and a meaningful error message.",new
KT-032,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/AccessKeyController.kt,89,rules/kotlin/coding-style.md#null-safety,Non-null assertion on id duplicated across three toDto extension functions,"The id non-null assertion pattern in entity.toDto extensions appears in AccessKeyController (line 89), ReviewsController (line 52), and AdminUserController (line 82) without guards.","Consolidate the id-assertion pattern across all toDto extensions using requireNotNull for meaningful error messages.",new
KT-033,info,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginService.kt,75,rules/kotlin/coding-style.md,Fully qualified java.util.UUID references instead of file-level import used in multiple locations,"java.util.UUID appears fully qualified in PagedCatalogResult at line 75 and at lines 105, 114, 166, and in CatalogController line 92, while the file also uses imported UUID in other places.","Add a top-level import for java.util.UUID and remove redundant fully-qualified references.",new
KT-034,info,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginService.kt,168,rules/kotlin/coding-style.md,Unchecked casts on raw Object array from JPQL sumDownloadCountsByPluginIds projection,"The associate block performs unchecked casts (it[0] as UUID) and (it[1] as Long). A JPQL type mismatch such as Integer instead of Long would throw ClassCastException at runtime. The same pattern occurs in CatalogController line 100.","Use a dedicated JPQL projection DTO or a typed repository method to eliminate raw Object array casts.",new
KT-035,info,descriptor,plugwerk-descriptor/src/main/kotlin/io/plugwerk/descriptor/DescriptorValidator.kt,60-175,rules/kotlin/coding-style.md,validate() function body is 115 lines and will grow with each new descriptor field,"The validate function collects violations across 115 lines of sequential if and let blocks. Adding new descriptor fields will continue to grow this function beyond the 50-line guideline.","Split into per-category validators such as validateIdentity, validateUrls, validateTags, validateDependencies called from a short main entry point.",new
