id,severity,scope,file,line,section_ref,title,description,recommendation,status
RC-015,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/security/NamespaceAuthorizationService.kt,126,duplication,isSuperadmin overloaded twice with shared body — one overload is private,isSuperadmin(Authentication) at line 126 and isSuperadmin(String) at line 147 have identical repository calls. The public overload calls the private one for the username lookup but duplicates the key-prefix guard at the call site. The private overload exists only because requireRole passes a bare username string.,Eliminate the private overload; requireRole should extract the name once and pass the Authentication object to the public method — or inline the guard at the one call site.,new
RC-016,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/ManagementController.kt,58,code-smell,SecurityContextHolder.getContext().authentication!! used six times in one controller,ManagementController repeats SecurityContextHolder.getContext().authentication!! at lines 58; 64; 86; 109; 120; 130 — six times in 150 lines — including twice within a single method (updatePlugin lines 58 and 64). The !! non-null assert bypasses Kotlin null-safety and will throw NullPointerException if the security context is missing at runtime.,Resolve the authentication once per method into a local val (or inject it as a @AuthenticationPrincipal parameter). The Kotlin coding style rule prohibits !!.,new
RC-017,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/ReviewsController.kt,47,code-smell,SecurityContextHolder.getContext().authentication!! repeated in ReviewsController,Same pattern as RC-016: ReviewsController uses !! dereference at lines 47; 68; 85.,Same fix: resolve authentication once per method or use Spring's @AuthenticationPrincipal injection.,new
RC-018,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/NamespaceMemberController.kt,79,code-smell,SecurityContextHolder.getContext().authentication!! repeated in NamespaceMemberController,NamespaceMemberController repeats the !! pattern at lines 79; 93; 127; 140.,Same fix as RC-016 / RC-017.,new
RC-019,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/settings/GeneralSettingsService.kt,110,dead-code,defaultLanguage() accessor declared but never called outside the settings module,GeneralSettingsService.defaultLanguage() (line 110) and siteName() (line 113) are typed accessors defined symmetrically with the others but zero callers exist in the backend source tree (confirmed by grep). The frontend reads these values directly through the admin settings REST endpoint and the config endpoint only exposes defaultTimezone and maxFileSizeMb.,Mark with a KDoc @see note or remove the accessor. If a future feature needs site-name or language server-side the accessor pattern is already in place; leave as-is only if that is planned.,new
RC-020,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/settings/SettingKey.kt,61,dead-code,GENERAL_DEFAULT_LANGUAGE setting key has only one allowed value and is structurally frozen,GENERAL_DEFAULT_LANGUAGE (line 61) declares allowedValues = setOf("en") with no path to adding other languages. The corresponding frontend dropdown (GeneralSection.tsx line 234) falls back to a hardcoded ["en"; "de"] when allowedValues is empty — meaning "de" would be selectable in the UI but the backend would reject it. The SettingKey enum entry and the GeneralSettingsService.defaultLanguage() accessor (RC-019) are both effectively inert until a real i18n feature lands.,Document the incompleteness with a link to the i18n issue or collapse the key into a plain constant until the feature is real.,new
RC-021,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/config/SecurityConfiguration.kt,87,dead-code,TODO without issue reference in SecurityConfiguration,Line 87 contains TODO(Phase 3): make frame-ancestors configurable for embeddable UI component. There is no linked issue number. This is the only TODO found across the entire backend source tree.,Replace with a reference to the tracking issue (e.g. TODO #xxx) or remove the comment if the feature was deferred indefinitely.,new
RC-022,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginService.kt,151,complexity,findPagedByNamespace loads all plugins then filters in-memory — inline comment acknowledges it,The method loads all plugins for a namespace via pluginRepository.findAllByNamespace (line 99) and applies tag; full-text; visibility; version; and sort filters in-memory across potentially hundreds of entities. The comment at line 97 says "acceptable for MVP catalog sizes". Additionally findLatestPublishedReleasesForPlugins is called twice (lines 108 and 155) when a version filter is active — one call per page render.,This is a performance smell masked as a simplicity trade-off. The method is already 110 lines. Flag for extraction to a query-based approach before the catalog grows beyond ~500 plugins. Not blocking for beta.1 but should be a tracked issue.,new
RC-023,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginService.kt,205,duplication,compareVersions private helper duplicates semver comparison available in SemVerExtensions,PluginService contains a private compareVersions(a: String; b: String): Int (lines 205-215) and matchesVersionConstraint (lines 199-203). The spi module already ships plugwerk-spi/src/main/kotlin/io/plugwerk/spi/version/SemVerExtensions.kt with semantic version utilities. The inline implementation in PluginService is simpler but diverges from the canonical logic.,Use or extend SemVerExtensions rather than maintaining a second implementation.,new
RC-024,low,frontend,src/pages/admin/GeneralSection.tsx,119,complexity,validateLocally() in GeneralSection reimplements the same type-dispatch logic as the backend SettingKey.validate(),GeneralSection.tsx lines 119-155 implement a validateLocally() function with the same STRING / INTEGER / BOOLEAN / ENUM dispatch that SettingKey.kt already performs server-side. This is expected (client-side feedback) but the INTEGER bounds check (lines 126-137) is more lenient than the server — it does not reject leading zeros or very large floats that parseInt would accept via parseFloat path. Any new backend type must be reflected here manually.,Low priority for beta.1. Document that validateLocally must stay in sync with SettingKey.validate() in a code comment; or derive the validation rules from the DTO (minInt; maxInt; valueType) already returned by the API.,new
RC-025,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/AccessKeyController.kt,46,code-smell,SecurityContextHolder.getContext().authentication!! repeated in AccessKeyController,AccessKeyController uses the !! dereference at lines 46; 59; 81 (confirmed by grep).,Same fix as RC-016: resolve once per method or use @AuthenticationPrincipal.,new
