id,severity,scope,file,line,section_ref,title,description,recommendation,status
TS-011,medium,frontend,plugwerk-server/plugwerk-server-frontend/src/components/catalog/PluginCard.tsx,144-145,rules/typescript/coding-style.md,Non-null assertion on plugin.status without preceding null guard in PluginCard,"plugin.status! is called twice in the status badge render path without a null check. If the API returns a plugin without a status field this throws at runtime and crashes the entire card grid.","Use optional chaining: plugin.status?.charAt(0).toUpperCase() + (plugin.status?.slice(1) ?? ) or add an explicit early-return guard.",fixed
TS-012,medium,frontend,plugwerk-server/plugwerk-server-frontend/src/components/catalog/PluginListRow.tsx,109,rules/typescript/coding-style.md,Non-null assertion on plugin.status without preceding null guard in PluginListRow,"Same pattern as TS-011 in PluginListRow.tsx: plugin.status!.charAt(0) is called without a null guard crashing the list view row if status is absent.","Apply the same fix as TS-011.",fixed
TS-013,medium,frontend,plugwerk-server/plugwerk-server-frontend/src/pages/admin/ReviewsSection.tsx,59-81,rules/typescript/coding-style.md,Non-null assertion on namespace in action handlers where null is valid,"namespace! is used in handleApprove and handleReject. The useEffect guard checks for !namespace before fetching but the action handlers are callable while namespace could transition to null during a namespace switch.","Add an explicit early-return guard (if (!namespace) return;) at the start of both handlers before the API call.",fixed
TS-014,medium,frontend,plugwerk-server/plugwerk-server-frontend/src/hooks/useUploadFiles.ts,42-173,rules/web/patterns.md#data-fetching,useUploadFiles useCallback has an empty dep array hiding stale-closure risk,"uploadFiles is memoised with useCallback([]) but internally reads all state via Zustand getState() escapes. The empty array is correct now but is undocumented making it a maintenance trap: any future reactive value added inside the callback would silently become stale.","Add a comment explaining why [] is safe (all reads escape the closure via getState()) so future maintainers understand the invariant.",fixed
TS-015,medium,frontend,plugwerk-server/plugwerk-server-frontend/src/components/admin/NamespaceDetailView.tsx,76-79,rules/common/coding-style.md#error-handling,Namespace fetch failure silently swallowed with empty catch block,"In NamespaceDetailView the catch block for namespacesApi.listNamespaces() is empty (/* ignore */) and setLoaded(true) is always called. A network failure silently shows an empty form with no user-visible error.","Catch the error into state and render an Alert or call addToast so the user knows why the fields are empty.",fixed
TS-016,low,frontend,plugwerk-server/plugwerk-server-frontend/src/components/plugin-detail/VersionsTab.tsx,57,rules/typescript/coding-style.md,Redundant non-null assertion in CopyableSha256.handleCopy after early-return guard,"value! is used inside handleCopy() even though the early return at line 49 already ensures value is defined. TypeScript can narrow after the guard but the assertion overrides that narrowing.","Remove the ! and write navigator.clipboard.writeText(value) — TypeScript narrows correctly after the early-return guard.",new
TS-017,low,frontend,plugwerk-server/plugwerk-server-frontend/src/components/admin/NamespaceDetailView.tsx,47,rules/typescript/coding-style.md,Non-null assertion on slugParam without a structural guard,"const slug = slugParam! asserts the URL param is always present. React Router does not guarantee the param exists if the route config changes or the component is rendered outside its matched route.","Add a runtime guard (if (!slugParam) return null;) or use const { slug: slugParam =  } = useParams<{ slug: string }>();",new
TS-018,low,frontend,plugwerk-server/plugwerk-server-frontend/src/stores/authStore.ts,90-97,rules/common/coding-style.md#error-handling,Logout fire-and-forget fetch swallows errors silently,"logout() fires fetch to /api/v1/auth/logout with .catch(() => {}) without awaiting. If the server is unreachable the local auth state is cleared immediately while the server session remains active and the failure is invisible to the user.","At minimum log the rejection; preferably await the fetch with a short timeout and show a toast on failure before clearing local state.",new
TS-019,low,frontend,plugwerk-server/plugwerk-server-frontend/src/pages/ApiDocsPage.tsx,33,rules/web/security.md,Scalar SDK color mode written to localStorage outside the pw- key namespace,"setItem(colorMode ...) writes to localStorage using a key that does not follow the pw- naming convention used by all other persisted state adding to the localStorage attack surface and making auditing harder.","Remove the setItem call and rely solely on the CSS class toggle already applied to document.body which is sufficient for Scalar theme switching.",new
TS-020,low,frontend,plugwerk-server/plugwerk-server-frontend/src/router/index.tsx,90-218,rules/web/patterns.md,No React ErrorBoundary wraps route-level page components,"Neither AppShell nor any route element wraps its children in a React ErrorBoundary. An unhandled render-time exception in any page — e.g. from an unexpected null in an API response — crashes the entire application tree and shows a blank page.","Add an ErrorBoundary around the Outlet in AppShell using react-error-boundary or a custom class component with a fallback to Error500Page.",new
TS-021,low,frontend,plugwerk-server/plugwerk-server-frontend/src/components/layout/TopBar.tsx,285-295,rules/web/patterns.md,Mobile hamburger menu button has no onClick handler,"The IconButton with aria-label Open menu renders with a Menu icon but has no onClick. On viewports narrower than md all primary navigation links are hidden and the hamburger is the only affordance making the app functionally unusable on mobile.","Implement a Drawer or Sheet component for mobile navigation and wire the button onClick to open it.",new
TS-022,info,frontend,plugwerk-server/plugwerk-server-frontend/src/pages/AdminSettingsPage.tsx,23-26,rules/common/coding-style.md,Dead barrel re-exports of admin section components flagged by knip,"knip.json reports GeneralSection, UsersSection, OidcProvidersSection, and ReviewsSection as unused exports from AdminSettingsPage.tsx. Each is already imported directly from its own module file in router/index.tsx via lazy().","Remove the four named re-exports from AdminSettingsPage.tsx.",new
TS-023,info,frontend,plugwerk-server/plugwerk-server-frontend/src/api/config.ts,99-101,rules/common/coding-style.md,updatesApi exported but never consumed by hand-written code (knip),"knip.json flags updatesApi as an unused export. No component or hook imports it suggesting the update-check feature is not yet wired to the UI.","Remove the export from config.ts or implement the update-check UI that consumes it.",new
TS-024,low,frontend,plugwerk-server/plugwerk-server-frontend/src/utils/timezones.ts,135,rules/typescript/coding-style.md,Non-null assertion on Intl.supportedValuesOf before availability check,"intlWithSupport.supportedValuesOf! is called after a conditional branch that supposedly guarantees support but the ! bypasses TypeScript type narrowing. On older runtimes where supportedValuesOf is undefined this throws a TypeError for all users loading the timezone selector.","Replace with an explicit typeof guard: if (typeof intlWithSupport.supportedValuesOf === function) and fall back to a bundled IANA timezone list otherwise.",new
