id,severity,scope,file,line,section_ref,title,description,recommendation,status
SBS-011,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/security/OidcProviderRegistry.kt,86,Authorization,Facebook OIDC decoder built from JWKS URI only -- issuer claim not validated,"NimbusJwtDecoder.withJwkSetUri(Facebook JWKS URI).build() checks the signature but not the iss claim. Any Facebook-signed JWT with a valid signature is accepted regardless of the Facebook service that issued it.","Use JwtDecoders.fromIssuerLocation() for Facebook if OIDC discovery is supported. Otherwise add a JwtClaimValidator<String> checking iss == https://www.facebook.com inside a DelegatingOAuth2TokenValidator.",fixed
SBS-012,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/config/JwtConfiguration.kt,44,Authentication,JWT signing key derived directly from UTF-8 bytes without key-derivation step,"SecretKeySpec(bytes, HmacSHA256) uses raw UTF-8 bytes of jwtSecret with only a length check. If the secret is a low-entropy passphrase the effective key strength is less than 256 bits. No KDF or entropy enforcement is applied.","Document in README and application.yml that PLUGWERK_JWT_SECRET must be produced with high entropy (e.g. openssl rand -base64 32). Optionally derive the final HMAC key via HKDF to guarantee full 256-bit key length independent of input encoding.",open
SBS-013,medium,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/RevokedTokenEntity.kt,52,Authentication,Revoked JTI stored as plain VARCHAR -- no hashing of the security identifier,"The jti column stores the JWT ID as a plain UUID string (VARCHAR 36). A database dump or lower-privilege read exposes all revoked token IDs. While UUIDs are not directly exploitable the principle of defence-in-depth recommends hashing security identifiers at rest.","Store SHA-256(jti) hex-encoded (64 chars) in the jti column. Update existsByJti and the Caffeine cache key to use the hashed value. Update the unique index accordingly.",open
SBS-014,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/security/PasswordChangeRequiredFilter.kt,43,Authentication,requestURI prefix check may be bypassed via URL-encoded path segments,"request.requestURI.startsWith(\"/api/v1/auth/\") may not match URL-encoded variants such as /api/v1/auth%2F... on servlet containers that do not normalise the URI before filter execution. This could allow a request to bypass the password-change gate for auth endpoints.","Use request.servletPath instead of requestURI -- the servlet spec requires the container to URL-decode and normalise servletPath. Add a test that sends an encoded-slash path to confirm the check holds.",open
SBS-015,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/config/SecurityConfiguration.kt,58,Password Encoding,BCryptPasswordEncoder uses default cost factor 10 -- OWASP recommends 12,"BCryptPasswordEncoder() is constructed without an explicit strength parameter and defaults to cost factor 10. OWASP Password Storage Cheat Sheet (2024) recommends cost factor 12 for bcrypt on current server hardware to maintain adequate brute-force resistance.","Change to BCryptPasswordEncoder(12). Benchmark sub-1s hashing on target production hardware. Consider a re-hash-on-login migration to upgrade existing hashes.",open
SBS-016,low,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/security/DelegatingJwtDecoder.kt,68,Logging and PII,Tokens missing jti or sub bypass revocation silently with no audit log entry,"checkRevocation() returns early without any action when jwt.id or jwt.subject is null. A JWT without these standard claims passes through revocation checks with no log entry. This is anomalous for any well-configured issuer and should be observable.","Log a warn-level event when a token missing jti or sub is encountered so that misconfigured issuers are detectable.",open
SBS-AUTHZ-001,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/AccessKeyController.kt,53,Authorization,AccessKeyController mutating endpoints (POST createAccessKey / DELETE revokeAccessKey) lack @PreAuthorize,"No @PreAuthorize annotation is present on any method or the class. @EnableMethodSecurity is not active on SecurityConfiguration. Authorization is enforced only by inline namespaceAuthorizationService.requireRole() calls. A future refactor removing that call would silently drop the auth guard with no compile-time or AOP safety net.","Enable @EnableMethodSecurity on SecurityConfiguration. Add @PreAuthorize(\"isAuthenticated()\") at the class level as a floor guard. Add role-specific @PreAuthorize expressions on each mutating method. Retain programmatic namespaceAuthorizationService calls as the fine-grained layer.",open
SBS-AUTHZ-002,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/AdminUserController.kt,51,Authorization,AdminUserController mutating endpoints (POST createUser / PUT updateUser / DELETE deleteUser) lack @PreAuthorize,createUser updateUser and deleteUser rely entirely on inline requireSuperadmin() calls with no @PreAuthorize annotation. Same structural issue as SBS-AUTHZ-001.,Same as SBS-AUTHZ-001.,open
SBS-AUTHZ-003,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/NamespaceController.kt,52,Authorization,NamespaceController mutating endpoints (POST createNamespace / PUT updateNamespace / DELETE deleteNamespace) lack @PreAuthorize,createNamespace updateNamespace and deleteNamespace have no @PreAuthorize on method or class. Same structural issue as SBS-AUTHZ-001.,Same as SBS-AUTHZ-001.,open
SBS-AUTHZ-004,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/NamespaceMemberController.kt,87,Authorization,NamespaceMemberController mutating endpoints (POST addMember / PUT updateMember / DELETE removeMember) lack @PreAuthorize,addNamespaceMember updateNamespaceMember and removeNamespaceMember have no @PreAuthorize. Same structural issue as SBS-AUTHZ-001.,Same as SBS-AUTHZ-001.,open
SBS-AUTHZ-005,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/OidcProviderController.kt,52,Authorization,OidcProviderController mutating endpoints (POST createOidcProvider / PUT updateOidcProvider / DELETE deleteOidcProvider) lack @PreAuthorize,"createOidcProvider updateOidcProvider and deleteOidcProvider have no @PreAuthorize. These endpoints manage OIDC trust anchors -- a missing guard here would allow any authenticated user to register a malicious OIDC issuer that can then forge credentials for any user.","Same as SBS-AUTHZ-001. Given the security criticality consider @PreAuthorize(\"@namespaceAuthorizationService.isSuperadmin(authentication)\") explicitly on each method.",open
SBS-AUTHZ-006,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/ManagementController.kt,51,Authorization,ManagementController mutating endpoints (POST uploadRelease / PATCH updatePlugin / PATCH updateReleaseStatus / DELETE deletePlugin / DELETE deleteRelease) lack @PreAuthorize,All five mutating methods have no @PreAuthorize annotation. Same structural issue as SBS-AUTHZ-001.,Same as SBS-AUTHZ-001.,open
SBS-AUTHZ-007,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/ReviewsController.kt,63,Authorization,ReviewsController mutating endpoints (POST approveRelease / POST rejectRelease) lack @PreAuthorize,"approveRelease and rejectRelease change plugin release status to PUBLISHED or YANKED respectively. Neither method has @PreAuthorize. Same structural issue as SBS-AUTHZ-001.",Same as SBS-AUTHZ-001.,open
SBS-AUTHZ-008,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/AdminSettingsController.kt,58,Authorization,AdminSettingsController PATCH endpoint (updateApplicationSettings) lacks @PreAuthorize,"updateApplicationSettings changes process-wide settings (upload limits, timezone, etc.) with no @PreAuthorize annotation. Authorization relies solely on the inline requireSuperadmin() helper. Same structural issue as SBS-AUTHZ-001.",Same as SBS-AUTHZ-001.,open
SBS-AUTHZ-009,high,backend,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/controller/UserSettingsController.kt,41,Authorization,UserSettingsController PATCH endpoint (updateUserSettings) lacks @PreAuthorize,"updateUserSettings has no @PreAuthorize annotation. Access control relies solely on the inline requireAuthenticatedSubject() helper. Same structural issue as SBS-AUTHZ-001.",Same as SBS-AUTHZ-001.,open
