id,severity,scope,file,line,section_ref,title,description,recommendation,status
DB-013,medium,database,plugwerk-server/plugwerk-server-backend/src/main/resources/db/changelog/migrations/0002_user_and_rbac.yaml,10-67,postgres-patterns/email-uniqueness,plugwerk_user.email has case-sensitive unique constraint,The uq_user_email unique constraint on plugwerk_user.email is case-sensitive in PostgreSQL. Two rows with 'User@Example.com' and 'user@example.com' would be treated as distinct. Email addresses are conventionally compared case-insensitively in the local part.,"Add a unique index on LOWER(email) instead of or in addition to the column-level unique constraint: CREATE UNIQUE INDEX uq_user_email_lower ON plugwerk_user (LOWER(email)) WHERE email IS NOT NULL;",open
DB-014,medium,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/NamespaceAccessKeyEntity.kt,72-76,jpa/unique-constraint-mismatch,Entity UniqueConstraint does not match migration for namespace_access_key,NamespaceAccessKeyEntity declares @Table(uniqueConstraints = [UniqueConstraint(columnNames = ["namespace_id" "name"])]) but the migration 0001 creates no such unique constraint — it only creates uq_plugin_namespace_plugin_id on the plugin table and idx_access_key_prefix index on the key. The Hibernate schema validation will not enforce the unique constraint unless DDL is generated by Hibernate (which it is not in this Liquibase-managed setup). The entity constraint is therefore misleading and not backed by the database.,Add a Liquibase changeSet to create the missing unique constraint: addUniqueConstraint tableName: namespace_access_key columnNames: namespace_id name constraintName: uq_namespace_access_key_ns_name,open
DB-015,medium,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginService.kt,84-193,jpa/n-plus-one,Catalog query loads all plugins then fires per-plugin release queries — N+1 pattern,findPagedByNamespace loads the full namespace plugin list (findAllByNamespace or findAllByNamespaceAndStatus) then calls findLatestPublishedReleasesForPlugins and sumDownloadCountsByPluginIds on the collected IDs. This is two bulk queries — acceptable. However findDistinctTags (line 277-293) also calls findAllByNamespace without any projection loading all plugin data including the full tags array just to collect distinct tag strings.,For findDistinctTags add a JPQL/native query that returns only the tags column or use a database-level UNNEST + DISTINCT query to avoid loading full entities. For the catalog path the existing bulk-query approach is acceptable but the double call to findLatestPublishedReleasesForPlugins (once for pluginIdsWithPublishedRelease and once for versionFiltered at line 153-162) should be collapsed to a single call.,fixed
DB-016,medium,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/Pf4jCompatibilityService.kt,47-67,jpa/n-plus-one,Pf4jCompatibilityService fires one release query per active plugin — classic N+1,buildPluginsJson fetches all ACTIVE plugins then inside a .map {} loop calls releaseRepository.findAllByPluginAndStatus(plugin ReleaseStatus.PUBLISHED) for each plugin. With N active plugins this produces N+1 database round-trips.,Replace the per-plugin release fetch with a single bulk query: add a repository method findAllByPluginInAndStatus(plugins: List<PluginEntity> status: ReleaseStatus) then group results in-memory by plugin.,fixed
DB-017,medium,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/NamespaceService.kt,92-110,jpa/n-plus-one,deleteStorageArtifacts fires one release query per plugin — N+1 pattern,deleteStorageArtifacts loads all plugins in the namespace then for each plugin calls findAllByPluginOrderByCreatedAtDesc — N queries for N plugins. On large namespaces this causes significant overhead at deletion time.,Add a bulk repository method findAllByPluginIn(plugins: Collection<PluginEntity>) or query by namespace directly to retrieve all releases in one query.,fixed
DB-018,medium,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/UserSettingsService.kt,50-72,jpa/transactional-n-plus-one,UserSettingsService.update fires one SELECT + one INSERT/UPDATE per setting key in a loop,The update method iterates over all entries in the settings map and for each key calls findByUserSubjectAndSettingKey (one SELECT) then save (one INSERT or UPDATE). For M keys this is 2*M queries in a loop.,Batch the lookups with a single findByUserSubject call upfront and build a map keyed by setting_key. Then iterate once to save. This reduces to 1 SELECT + M saves.,fixed
DB-019,low,database,plugwerk-server/plugwerk-server-backend/src/main/resources/db/changelog/migrations/0001_initial_schema.yaml,5-53,postgres-patterns/id-type,Namespace PK uses random UUID — no uuid generator style enforced in migration,The migration creates the id column as uuid with no default. The UUID strategy is delegated to Hibernate (@UuidGenerator(style = TIME)). If the application is ever bypassed (direct SQL insert) the UUID is not guaranteed to be time-ordered.,Add defaultValueComputed: gen_random_uuid() as the migration-level fallback. UUIDv7 ordering enforcement stays in Hibernate but the DB gains a safe default for manual operations.,open
DB-020,low,database,plugwerk-server/plugwerk-server-backend/src/main/resources/db/changelog/migrations/0001_initial_schema.yaml,55-131,postgres-patterns/id-type,plugin id column uses uuid with no DB-level default,Same as DB-019 for the plugin table.,Add defaultValueComputed: gen_random_uuid() to the id column.,open
DB-021,low,database,plugwerk-server/plugwerk-server-backend/src/main/resources/db/changelog/migrations/0001_initial_schema.yaml,133-214,postgres-patterns/id-type,plugin_release id column uses uuid with no DB-level default,Same as DB-019 for the plugin_release table.,Add defaultValueComputed: gen_random_uuid() to the id column.,open
DB-022,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/UserEntity.kt,56-90,jpa/sensitive-field-exposure,UserEntity exposes passwordHash in default Kotlin class — no toString exclusion,UserEntity is a plain Kotlin class (not a data class) so it does not auto-generate toString(). However there is no explicit toString() override nor a Lombok-style @ToString.Exclude equivalent. If a logging framework or debugging tool reflectively prints the entity fields passwordHash will appear in logs.,Override toString() in UserEntity to explicitly exclude passwordHash and passwordInvalidatedBefore. Example: override fun toString() = "UserEntity(id=$id username=$username enabled=$enabled)".,open
DB-023,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/OidcProviderEntity.kt,88-124,jpa/sensitive-field-exposure,OidcProviderEntity exposes clientSecretEncrypted in default class — no toString exclusion,clientSecretEncrypted holds the encrypted client secret. While encrypted it should not appear in logs. Same risk as DB-022.,Override toString() to exclude clientSecretEncrypted.,open
DB-024,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/NamespaceAccessKeyEntity.kt,77-106,jpa/sensitive-field-exposure,NamespaceAccessKeyEntity exposes keyHash — no toString exclusion,keyHash stores the BCrypt hash of the API key. Although not reversible it is a credential hash and should not appear in logs.,Override toString() to exclude keyHash.,open
DB-025,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/domain/NamespaceEntity.kt,57-85,jpa/equals-hashcode,Entities rely on default Kotlin equals/hashCode based on object identity,All entities (NamespaceEntity PluginEntity PluginReleaseEntity etc.) are plain Kotlin classes with no custom equals/hashCode. Hibernate documentation warns against using the database-generated id in equals/hashCode due to detached entity pitfalls and null id before first persist. The default object identity equals is safe for this codebase only as long as no entity is ever added to a Set or used as a Map key before persisting.,Document the decision explicitly. If entities are ever used in collections before being saved add equals/hashCode based on a natural business key (e.g. slug for NamespaceEntity pluginId+namespace for PluginEntity).,open
DB-026,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/repository/PluginRepository.kt,34-39,postgres-patterns/unbounded-query,findAllByNamespace and findAllByNamespaceAndStatus return unbounded List<PluginEntity>,Both methods can return every plugin in a namespace with no upper bound. For a large namespace (thousands of plugins) these methods load the full result set into heap memory. They are called from findPagedByNamespace and findDistinctTags in PluginService where the filtering and pagination happen in-memory after the full load.,Push filtering to the database. Migrate the in-memory catalog filter logic to a JPQL/Criteria query with WHERE status = :status AND (tags @> :tag or ...) and return Page<PluginEntity> directly from the repository.,open
DB-027,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/repository/PluginReleaseRepository.kt,38-42,postgres-patterns/unbounded-query,findAllByPluginOrderByCreatedAtDesc returns unbounded List<PluginReleaseEntity>,A plugin could accumulate many releases over time. This method loads all of them without any limit. It is used in delete operations and indirectly in PluginService.delete and NamespaceService.deleteStorageArtifacts.,For delete paths this is acceptable (all are needed). For non-delete read paths such as any future listing use the paginated findAllByPlugin(plugin pageable) variant. Add a Javadoc note on the unbounded method warning callers.,open
DB-028,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/repository/UserRepository.kt,27-33,postgres-patterns/unbounded-query,findAllByEnabled returns unbounded List<UserEntity>,findAllByEnabled could return every user in the system with no pagination. Currently used in admin user listing.,Replace with a paginated variant or add a hard limit in the service layer.,open
DB-029,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/repository/NamespaceMemberRepository.kt,36-37,postgres-patterns/unbounded-query,findAllByUserSubject returns unbounded List<NamespaceMemberEntity>,A user could be a member of many namespaces. findAllByUserSubject loads them all into memory.,Acceptable for now given expected cardinality but document the scaling assumption. Add a hard limit in the service layer if the call is user-facing.,open
DB-030,low,database,plugwerk-server/plugwerk-server-backend/src/main/kotlin/io/plugwerk/server/service/PluginReleaseService.kt,103-115,jpa/transaction-boundary,downloadArtifact holds a write transaction open across storageService.retrieve — long transaction risk,downloadArtifact is annotated @Transactional at class level (readOnly=true on the class but overridden with @Transactional write here at line 102). The method calls storageService.retrieve which likely performs I/O (filesystem or S3 read). Holding a DB transaction open during external I/O blocks a connection pool slot for the duration of the storage retrieval.,Split the method: perform the DB reads and increments first then release the transaction before streaming the artifact. Use TransactionTemplate to scope the DB work narrowly.,open
